Entity,Code,Year,Age of electoral democracy
Baden,OWID_BAD,1797,no data
Baden,OWID_BAD,1798,no data
Baden,OWID_BAD,1799,no data
Baden,OWID_BAD,1800,no data
Baden,OWID_BAD,1801,no data
Baden,OWID_BAD,1802,no data
Baden,OWID_BAD,1803,no data
Baden,OWID_BAD,1804,no data
Baden,OWID_BAD,1805,no data
Baden,OWID_BAD,1806,no data
Baden,OWID_BAD,1807,no data
Baden,OWID_BAD,1808,no data
Baden,OWID_BAD,1809,no data
Baden,OWID_BAD,1810,no data
Baden,OWID_BAD,1811,no data
Baden,OWID_BAD,1812,no data
Baden,OWID_BAD,1813,no data
Baden,OWID_BAD,1814,no data
Baden,OWID_BAD,1815,no data
Baden,OWID_BAD,1816,no data
Baden,OWID_BAD,1817,no data
Baden,OWID_BAD,1818,no data
Baden,OWID_BAD,1819,not an electoral democracy
Baden,OWID_BAD,1820,not an electoral democracy
Baden,OWID_BAD,1821,not an electoral democracy
Baden,OWID_BAD,1822,not an electoral democracy
Baden,OWID_BAD,1823,not an electoral democracy
Baden,OWID_BAD,1824,not an electoral democracy
Baden,OWID_BAD,1825,not an electoral democracy
Baden,OWID_BAD,1826,not an electoral democracy
Baden,OWID_BAD,1827,not an electoral democracy
Baden,OWID_BAD,1828,not an electoral democracy
Baden,OWID_BAD,1829,not an electoral democracy
Baden,OWID_BAD,1830,not an electoral democracy
Baden,OWID_BAD,1831,not an electoral democracy
Baden,OWID_BAD,1832,not an electoral democracy
Baden,OWID_BAD,1833,not an electoral democracy
Baden,OWID_BAD,1834,not an electoral democracy
Baden,OWID_BAD,1835,not an electoral democracy
Baden,OWID_BAD,1836,not an electoral democracy
Baden,OWID_BAD,1837,not an electoral democracy
Baden,OWID_BAD,1838,not an electoral democracy
Baden,OWID_BAD,1839,not an electoral democracy
Baden,OWID_BAD,1840,not an electoral democracy
Baden,OWID_BAD,1841,not an electoral democracy
Baden,OWID_BAD,1842,not an electoral democracy
Baden,OWID_BAD,1843,not an electoral democracy
Baden,OWID_BAD,1844,not an electoral democracy
Baden,OWID_BAD,1845,not an electoral democracy
Baden,OWID_BAD,1846,not an electoral democracy
Baden,OWID_BAD,1847,not an electoral democracy
Baden,OWID_BAD,1848,not an electoral democracy
Baden,OWID_BAD,1849,not an electoral democracy
Baden,OWID_BAD,1850,not an electoral democracy
Baden,OWID_BAD,1851,not an electoral democracy
Baden,OWID_BAD,1852,not an electoral democracy
Baden,OWID_BAD,1853,not an electoral democracy
Baden,OWID_BAD,1854,not an electoral democracy
Baden,OWID_BAD,1855,not an electoral democracy
Baden,OWID_BAD,1856,not an electoral democracy
Baden,OWID_BAD,1857,not an electoral democracy
Baden,OWID_BAD,1858,not an electoral democracy
Baden,OWID_BAD,1859,not an electoral democracy
Baden,OWID_BAD,1860,not an electoral democracy
Baden,OWID_BAD,1861,not an electoral democracy
Baden,OWID_BAD,1862,not an electoral democracy
Baden,OWID_BAD,1863,not an electoral democracy
Baden,OWID_BAD,1864,not an electoral democracy
Baden,OWID_BAD,1865,not an electoral democracy
Baden,OWID_BAD,1866,not an electoral democracy
Baden,OWID_BAD,1867,not an electoral democracy
Baden,OWID_BAD,1868,not an electoral democracy
Baden,OWID_BAD,1869,not an electoral democracy
Baden,OWID_BAD,1870,not an electoral democracy
Baden,OWID_BAD,1871,not an electoral democracy
Baden,OWID_BAD,1872,no data
Baden,OWID_BAD,1873,no data
Baden,OWID_BAD,1874,no data
Baden,OWID_BAD,1875,no data
Baden,OWID_BAD,1876,no data
Baden,OWID_BAD,1877,no data
Baden,OWID_BAD,1878,no data
Baden,OWID_BAD,1879,no data
Baden,OWID_BAD,1880,no data
Baden,OWID_BAD,1881,no data
Baden,OWID_BAD,1882,no data
Baden,OWID_BAD,1883,no data
Baden,OWID_BAD,1884,no data
Baden,OWID_BAD,1885,no data
Baden,OWID_BAD,1886,no data
Baden,OWID_BAD,1887,no data
Baden,OWID_BAD,1888,no data
Baden,OWID_BAD,1889,no data
Baden,OWID_BAD,1890,no data
Baden,OWID_BAD,1891,no data
Baden,OWID_BAD,1892,no data
Baden,OWID_BAD,1893,no data
Baden,OWID_BAD,1894,no data
Baden,OWID_BAD,1895,no data
Baden,OWID_BAD,1896,no data
Baden,OWID_BAD,1897,no data
Baden,OWID_BAD,1898,no data
Baden,OWID_BAD,1899,no data
Baden,OWID_BAD,1900,no data
Baden,OWID_BAD,1901,no data
Baden,OWID_BAD,1902,no data
Baden,OWID_BAD,1903,no data
Baden,OWID_BAD,1904,no data
Baden,OWID_BAD,1905,no data
Baden,OWID_BAD,1906,no data
Baden,OWID_BAD,1907,no data
Baden,OWID_BAD,1908,no data
Baden,OWID_BAD,1909,no data
Baden,OWID_BAD,1910,no data
Baden,OWID_BAD,1911,no data
Baden,OWID_BAD,1912,no data
Baden,OWID_BAD,1913,no data
Baden,OWID_BAD,1914,no data
Baden,OWID_BAD,1915,no data
Baden,OWID_BAD,1916,no data
Baden,OWID_BAD,1917,no data
Baden,OWID_BAD,1918,no data
Baden,OWID_BAD,1919,no data
Baden,OWID_BAD,1920,no data
Baden,OWID_BAD,1921,no data
Baden,OWID_BAD,1922,no data
Baden,OWID_BAD,1923,no data
Baden,OWID_BAD,1924,no data
Baden,OWID_BAD,1925,no data
Baden,OWID_BAD,1926,no data
Baden,OWID_BAD,1927,no data
Baden,OWID_BAD,1928,no data
Baden,OWID_BAD,1929,no data
Baden,OWID_BAD,1930,no data
Baden,OWID_BAD,1931,no data
Baden,OWID_BAD,1932,no data
Baden,OWID_BAD,1933,no data
Baden,OWID_BAD,1934,no data
Baden,OWID_BAD,1935,no data
Baden,OWID_BAD,1936,no data
Baden,OWID_BAD,1937,no data
Baden,OWID_BAD,1938,no data
Baden,OWID_BAD,1939,no data
Baden,OWID_BAD,1940,no data
Baden,OWID_BAD,1941,no data
Baden,OWID_BAD,1942,no data
Baden,OWID_BAD,1943,no data
Baden,OWID_BAD,1944,no data
Baden,OWID_BAD,1945,no data
Baden,OWID_BAD,1946,no data
Baden,OWID_BAD,1947,no data
Baden,OWID_BAD,1948,no data
Baden,OWID_BAD,1949,no data
Baden,OWID_BAD,1950,no data
Baden,OWID_BAD,1951,no data
Baden,OWID_BAD,1952,no data
Baden,OWID_BAD,1953,no data
Baden,OWID_BAD,1954,no data
Baden,OWID_BAD,1955,no data
Baden,OWID_BAD,1956,no data
Baden,OWID_BAD,1957,no data
Baden,OWID_BAD,1958,no data
Baden,OWID_BAD,1959,no data
Baden,OWID_BAD,1960,no data
Baden,OWID_BAD,1961,no data
Baden,OWID_BAD,1962,no data
Baden,OWID_BAD,1963,no data
Baden,OWID_BAD,1964,no data
Baden,OWID_BAD,1965,no data
Baden,OWID_BAD,1966,no data
Baden,OWID_BAD,1967,no data
Baden,OWID_BAD,1968,no data
Baden,OWID_BAD,1969,no data
Baden,OWID_BAD,1970,no data
Baden,OWID_BAD,1971,no data
Baden,OWID_BAD,1972,no data
Baden,OWID_BAD,1973,no data
Baden,OWID_BAD,1974,no data
Baden,OWID_BAD,1975,no data
Baden,OWID_BAD,1976,no data
Baden,OWID_BAD,1977,no data
Baden,OWID_BAD,1978,no data
Baden,OWID_BAD,1979,no data
Baden,OWID_BAD,1980,no data
Baden,OWID_BAD,1981,no data
Baden,OWID_BAD,1982,no data
Baden,OWID_BAD,1983,no data
Baden,OWID_BAD,1984,no data
Baden,OWID_BAD,1985,no data
Baden,OWID_BAD,1986,no data
Baden,OWID_BAD,1987,no data
Baden,OWID_BAD,1988,no data
Baden,OWID_BAD,1989,no data
Baden,OWID_BAD,1990,no data
Baden,OWID_BAD,1991,no data
Baden,OWID_BAD,1992,no data
Baden,OWID_BAD,1993,no data
Baden,OWID_BAD,1994,no data
Baden,OWID_BAD,1995,no data
Baden,OWID_BAD,1996,no data
Baden,OWID_BAD,1997,no data
Baden,OWID_BAD,1998,no data
Baden,OWID_BAD,1999,no data
Baden,OWID_BAD,2000,no data
Baden,OWID_BAD,2001,no data
Baden,OWID_BAD,2002,no data
Baden,OWID_BAD,2003,no data
Baden,OWID_BAD,2004,no data
Baden,OWID_BAD,2005,no data
Baden,OWID_BAD,2006,no data
Baden,OWID_BAD,2007,no data
Baden,OWID_BAD,2008,no data
Baden,OWID_BAD,2009,no data
Baden,OWID_BAD,2010,no data
Baden,OWID_BAD,2011,no data
Baden,OWID_BAD,2012,no data
Baden,OWID_BAD,2013,no data
Baden,OWID_BAD,2014,no data
Baden,OWID_BAD,2015,no data
Baden,OWID_BAD,2016,no data
Baden,OWID_BAD,2017,no data
Baden,OWID_BAD,2018,no data
Baden,OWID_BAD,2019,no data
Baden,OWID_BAD,2020,no data
Bahrain,BHR,1789,no data
Bahrain,BHR,1790,no data
Bahrain,BHR,1791,no data
Bahrain,BHR,1792,no data
Bahrain,BHR,1793,no data
Bahrain,BHR,1794,no data
Bahrain,BHR,1795,no data
Bahrain,BHR,1796,no data
Bahrain,BHR,1797,no data
Bahrain,BHR,1798,no data
Bahrain,BHR,1799,no data
Bahrain,BHR,1800,no data
Bahrain,BHR,1801,no data
Bahrain,BHR,1802,no data
Bahrain,BHR,1803,no data
Bahrain,BHR,1804,no data
Bahrain,BHR,1805,no data
Bahrain,BHR,1806,no data
Bahrain,BHR,1807,no data
Bahrain,BHR,1808,no data
Bahrain,BHR,1809,no data
Bahrain,BHR,1810,no data
Bahrain,BHR,1811,no data
Bahrain,BHR,1812,no data
Bahrain,BHR,1813,no data
Bahrain,BHR,1814,no data
Bahrain,BHR,1815,no data
Bahrain,BHR,1816,no data
Bahrain,BHR,1817,no data
Bahrain,BHR,1818,no data
Bahrain,BHR,1819,no data
Bahrain,BHR,1820,no data
Bahrain,BHR,1821,no data
Bahrain,BHR,1822,no data
Bahrain,BHR,1823,no data
Bahrain,BHR,1824,no data
Bahrain,BHR,1825,no data
Bahrain,BHR,1826,no data
Bahrain,BHR,1827,no data
Bahrain,BHR,1828,no data
Bahrain,BHR,1829,no data
Bahrain,BHR,1830,no data
Bahrain,BHR,1831,no data
Bahrain,BHR,1832,no data
Bahrain,BHR,1833,no data
Bahrain,BHR,1834,no data
Bahrain,BHR,1835,no data
Bahrain,BHR,1836,no data
Bahrain,BHR,1837,no data
Bahrain,BHR,1838,no data
Bahrain,BHR,1839,no data
Bahrain,BHR,1840,no data
Bahrain,BHR,1841,no data
Bahrain,BHR,1842,no data
Bahrain,BHR,1843,no data
Bahrain,BHR,1844,no data
Bahrain,BHR,1845,no data
Bahrain,BHR,1846,no data
Bahrain,BHR,1847,no data
Bahrain,BHR,1848,no data
Bahrain,BHR,1849,no data
Bahrain,BHR,1850,no data
Bahrain,BHR,1851,no data
Bahrain,BHR,1852,no data
Bahrain,BHR,1853,no data
Bahrain,BHR,1854,no data
Bahrain,BHR,1855,no data
Bahrain,BHR,1856,no data
Bahrain,BHR,1857,no data
Bahrain,BHR,1858,no data
Bahrain,BHR,1859,no data
Bahrain,BHR,1860,no data
Bahrain,BHR,1861,no data
Bahrain,BHR,1862,no data
Bahrain,BHR,1863,no data
Bahrain,BHR,1864,no data
Bahrain,BHR,1865,no data
Bahrain,BHR,1866,no data
Bahrain,BHR,1867,no data
Bahrain,BHR,1868,no data
Bahrain,BHR,1869,no data
Bahrain,BHR,1870,no data
Bahrain,BHR,1871,no data
Bahrain,BHR,1872,no data
Bahrain,BHR,1873,no data
Bahrain,BHR,1874,no data
Bahrain,BHR,1875,no data
Bahrain,BHR,1876,no data
Bahrain,BHR,1877,no data
Bahrain,BHR,1878,no data
Bahrain,BHR,1879,no data
Bahrain,BHR,1880,no data
Bahrain,BHR,1881,no data
Bahrain,BHR,1882,no data
Bahrain,BHR,1883,no data
Bahrain,BHR,1884,no data
Bahrain,BHR,1885,no data
Bahrain,BHR,1886,no data
Bahrain,BHR,1887,no data
Bahrain,BHR,1888,no data
Bahrain,BHR,1889,no data
Bahrain,BHR,1890,no data
Bahrain,BHR,1891,no data
Bahrain,BHR,1892,no data
Bahrain,BHR,1893,no data
Bahrain,BHR,1894,no data
Bahrain,BHR,1895,no data
Bahrain,BHR,1896,no data
Bahrain,BHR,1897,no data
Bahrain,BHR,1898,no data
Bahrain,BHR,1899,no data
Bahrain,BHR,1900,not an electoral democracy
Bahrain,BHR,1901,not an electoral democracy
Bahrain,BHR,1902,not an electoral democracy
Bahrain,BHR,1903,not an electoral democracy
Bahrain,BHR,1904,not an electoral democracy
Bahrain,BHR,1905,not an electoral democracy
Bahrain,BHR,1906,not an electoral democracy
Bahrain,BHR,1907,not an electoral democracy
Bahrain,BHR,1908,not an electoral democracy
Bahrain,BHR,1909,not an electoral democracy
Bahrain,BHR,1910,not an electoral democracy
Bahrain,BHR,1911,not an electoral democracy
Bahrain,BHR,1912,not an electoral democracy
Bahrain,BHR,1913,not an electoral democracy
Bahrain,BHR,1914,not an electoral democracy
Bahrain,BHR,1915,not an electoral democracy
Bahrain,BHR,1916,not an electoral democracy
Bahrain,BHR,1917,not an electoral democracy
Bahrain,BHR,1918,not an electoral democracy
Bahrain,BHR,1919,not an electoral democracy
Bahrain,BHR,1920,not an electoral democracy
Bahrain,BHR,1921,not an electoral democracy
Bahrain,BHR,1922,not an electoral democracy
Bahrain,BHR,1923,not an electoral democracy
Bahrain,BHR,1924,not an electoral democracy
Bahrain,BHR,1925,not an electoral democracy
Bahrain,BHR,1926,not an electoral democracy
Bahrain,BHR,1927,not an electoral democracy
Bahrain,BHR,1928,not an electoral democracy
Bahrain,BHR,1929,not an electoral democracy
Bahrain,BHR,1930,not an electoral democracy
Bahrain,BHR,1931,not an electoral democracy
Bahrain,BHR,1932,not an electoral democracy
Bahrain,BHR,1933,not an electoral democracy
Bahrain,BHR,1934,not an electoral democracy
Bahrain,BHR,1935,not an electoral democracy
Bahrain,BHR,1936,not an electoral democracy
Bahrain,BHR,1937,not an electoral democracy
Bahrain,BHR,1938,not an electoral democracy
Bahrain,BHR,1939,not an electoral democracy
Bahrain,BHR,1940,not an electoral democracy
Bahrain,BHR,1941,not an electoral democracy
Bahrain,BHR,1942,not an electoral democracy
Bahrain,BHR,1943,not an electoral democracy
Bahrain,BHR,1944,not an electoral democracy
Bahrain,BHR,1945,not an electoral democracy
Bahrain,BHR,1946,not an electoral democracy
Bahrain,BHR,1947,not an electoral democracy
Bahrain,BHR,1948,not an electoral democracy
Bahrain,BHR,1949,not an electoral democracy
Bahrain,BHR,1950,not an electoral democracy
Bahrain,BHR,1951,not an electoral democracy
Bahrain,BHR,1952,not an electoral democracy
Bahrain,BHR,1953,not an electoral democracy
Bahrain,BHR,1954,not an electoral democracy
Bahrain,BHR,1955,not an electoral democracy
Bahrain,BHR,1956,not an electoral democracy
Bahrain,BHR,1957,not an electoral democracy
Bahrain,BHR,1958,not an electoral democracy
Bahrain,BHR,1959,not an electoral democracy
Bahrain,BHR,1960,not an electoral democracy
Bahrain,BHR,1961,not an electoral democracy
Bahrain,BHR,1962,not an electoral democracy
Bahrain,BHR,1963,not an electoral democracy
Bahrain,BHR,1964,not an electoral democracy
Bahrain,BHR,1965,not an electoral democracy
Bahrain,BHR,1966,not an electoral democracy
Bahrain,BHR,1967,not an electoral democracy
Bahrain,BHR,1968,not an electoral democracy
Bahrain,BHR,1969,not an electoral democracy
Bahrain,BHR,1970,not an electoral democracy
Bahrain,BHR,1971,not an electoral democracy
Bahrain,BHR,1972,not an electoral democracy
Bahrain,BHR,1973,not an electoral democracy
Bahrain,BHR,1974,not an electoral democracy
Bahrain,BHR,1975,not an electoral democracy
Bahrain,BHR,1976,not an electoral democracy
Bahrain,BHR,1977,not an electoral democracy
Bahrain,BHR,1978,not an electoral democracy
Bahrain,BHR,1979,not an electoral democracy
Bahrain,BHR,1980,not an electoral democracy
Bahrain,BHR,1981,not an electoral democracy
Bahrain,BHR,1982,not an electoral democracy
Bahrain,BHR,1983,not an electoral democracy
Bahrain,BHR,1984,not an electoral democracy
Bahrain,BHR,1985,not an electoral democracy
Bahrain,BHR,1986,not an electoral democracy
Bahrain,BHR,1987,not an electoral democracy
Bahrain,BHR,1988,not an electoral democracy
Bahrain,BHR,1989,not an electoral democracy
Bahrain,BHR,1990,not an electoral democracy
Bahrain,BHR,1991,not an electoral democracy
Bahrain,BHR,1992,not an electoral democracy
Bahrain,BHR,1993,not an electoral democracy
Bahrain,BHR,1994,not an electoral democracy
Bahrain,BHR,1995,not an electoral democracy
Bahrain,BHR,1996,not an electoral democracy
Bahrain,BHR,1997,not an electoral democracy
Bahrain,BHR,1998,not an electoral democracy
Bahrain,BHR,1999,not an electoral democracy
Bahrain,BHR,2000,not an electoral democracy
Bahrain,BHR,2001,not an electoral democracy
Bahrain,BHR,2002,not an electoral democracy
Bahrain,BHR,2003,not an electoral democracy
Bahrain,BHR,2004,not an electoral democracy
Bahrain,BHR,2005,not an electoral democracy
Bahrain,BHR,2006,not an electoral democracy
Bahrain,BHR,2007,not an electoral democracy
Bahrain,BHR,2008,not an electoral democracy
Bahrain,BHR,2009,not an electoral democracy
Bahrain,BHR,2010,not an electoral democracy
Bahrain,BHR,2011,not an electoral democracy
Bahrain,BHR,2012,not an electoral democracy
Bahrain,BHR,2013,not an electoral democracy
Bahrain,BHR,2014,not an electoral democracy
Bahrain,BHR,2015,not an electoral democracy
Bahrain,BHR,2016,not an electoral democracy
Bahrain,BHR,2017,not an electoral democracy
Bahrain,BHR,2018,not an electoral democracy
Bahrain,BHR,2019,not an electoral democracy
Bahrain,BHR,2020,not an electoral democracy
Bangladesh,BGD,1789,not an electoral democracy
Bangladesh,BGD,1790,not an electoral democracy
Bangladesh,BGD,1791,not an electoral democracy
Bangladesh,BGD,1792,not an electoral democracy
Bangladesh,BGD,1793,not an electoral democracy
Bangladesh,BGD,1794,not an electoral democracy
Bangladesh,BGD,1795,not an electoral democracy
Bangladesh,BGD,1796,not an electoral democracy
Bangladesh,BGD,1797,not an electoral democracy
Bangladesh,BGD,1798,not an electoral democracy
Bangladesh,BGD,1799,not an electoral democracy
Bangladesh,BGD,1800,not an electoral democracy
Bangladesh,BGD,1801,not an electoral democracy
Bangladesh,BGD,1802,not an electoral democracy
Bangladesh,BGD,1803,not an electoral democracy
Bangladesh,BGD,1804,not an electoral democracy
Bangladesh,BGD,1805,not an electoral democracy
Bangladesh,BGD,1806,not an electoral democracy
Bangladesh,BGD,1807,not an electoral democracy
Bangladesh,BGD,1808,not an electoral democracy
Bangladesh,BGD,1809,not an electoral democracy
Bangladesh,BGD,1810,not an electoral democracy
Bangladesh,BGD,1811,not an electoral democracy
Bangladesh,BGD,1812,not an electoral democracy
Bangladesh,BGD,1813,not an electoral democracy
Bangladesh,BGD,1814,not an electoral democracy
Bangladesh,BGD,1815,not an electoral democracy
Bangladesh,BGD,1816,not an electoral democracy
Bangladesh,BGD,1817,not an electoral democracy
Bangladesh,BGD,1818,not an electoral democracy
Bangladesh,BGD,1819,not an electoral democracy
Bangladesh,BGD,1820,not an electoral democracy
Bangladesh,BGD,1821,not an electoral democracy
Bangladesh,BGD,1822,not an electoral democracy
Bangladesh,BGD,1823,not an electoral democracy
Bangladesh,BGD,1824,not an electoral democracy
Bangladesh,BGD,1825,not an electoral democracy
Bangladesh,BGD,1826,not an electoral democracy
Bangladesh,BGD,1827,not an electoral democracy
Bangladesh,BGD,1828,not an electoral democracy
Bangladesh,BGD,1829,not an electoral democracy
Bangladesh,BGD,1830,not an electoral democracy
Bangladesh,BGD,1831,not an electoral democracy
Bangladesh,BGD,1832,not an electoral democracy
Bangladesh,BGD,1833,not an electoral democracy
Bangladesh,BGD,1834,not an electoral democracy
Bangladesh,BGD,1835,not an electoral democracy
Bangladesh,BGD,1836,not an electoral democracy
Bangladesh,BGD,1837,not an electoral democracy
Bangladesh,BGD,1838,not an electoral democracy
Bangladesh,BGD,1839,not an electoral democracy
Bangladesh,BGD,1840,not an electoral democracy
Bangladesh,BGD,1841,not an electoral democracy
Bangladesh,BGD,1842,not an electoral democracy
Bangladesh,BGD,1843,not an electoral democracy
Bangladesh,BGD,1844,not an electoral democracy
Bangladesh,BGD,1845,not an electoral democracy
Bangladesh,BGD,1846,not an electoral democracy
Bangladesh,BGD,1847,not an electoral democracy
Bangladesh,BGD,1848,not an electoral democracy
Bangladesh,BGD,1849,not an electoral democracy
Bangladesh,BGD,1850,not an electoral democracy
Bangladesh,BGD,1851,not an electoral democracy
Bangladesh,BGD,1852,not an electoral democracy
Bangladesh,BGD,1853,not an electoral democracy
Bangladesh,BGD,1854,not an electoral democracy
Bangladesh,BGD,1855,not an electoral democracy
Bangladesh,BGD,1856,not an electoral democracy
Bangladesh,BGD,1857,not an electoral democracy
Bangladesh,BGD,1858,not an electoral democracy
Bangladesh,BGD,1859,not an electoral democracy
Bangladesh,BGD,1860,not an electoral democracy
Bangladesh,BGD,1861,not an electoral democracy
Bangladesh,BGD,1862,not an electoral democracy
Bangladesh,BGD,1863,not an electoral democracy
Bangladesh,BGD,1864,not an electoral democracy
Bangladesh,BGD,1865,not an electoral democracy
Bangladesh,BGD,1866,not an electoral democracy
Bangladesh,BGD,1867,not an electoral democracy
Bangladesh,BGD,1868,not an electoral democracy
Bangladesh,BGD,1869,not an electoral democracy
Bangladesh,BGD,1870,not an electoral democracy
Bangladesh,BGD,1871,not an electoral democracy
Bangladesh,BGD,1872,not an electoral democracy
Bangladesh,BGD,1873,not an electoral democracy
Bangladesh,BGD,1874,not an electoral democracy
Bangladesh,BGD,1875,not an electoral democracy
Bangladesh,BGD,1876,not an electoral democracy
Bangladesh,BGD,1877,not an electoral democracy
Bangladesh,BGD,1878,not an electoral democracy
Bangladesh,BGD,1879,not an electoral democracy
Bangladesh,BGD,1880,not an electoral democracy
Bangladesh,BGD,1881,not an electoral democracy
Bangladesh,BGD,1882,not an electoral democracy
Bangladesh,BGD,1883,not an electoral democracy
Bangladesh,BGD,1884,not an electoral democracy
Bangladesh,BGD,1885,not an electoral democracy
Bangladesh,BGD,1886,not an electoral democracy
Bangladesh,BGD,1887,not an electoral democracy
Bangladesh,BGD,1888,not an electoral democracy
Bangladesh,BGD,1889,not an electoral democracy
Bangladesh,BGD,1890,not an electoral democracy
Bangladesh,BGD,1891,not an electoral democracy
Bangladesh,BGD,1892,not an electoral democracy
Bangladesh,BGD,1893,not an electoral democracy
Bangladesh,BGD,1894,not an electoral democracy
Bangladesh,BGD,1895,not an electoral democracy
Bangladesh,BGD,1896,not an electoral democracy
Bangladesh,BGD,1897,not an electoral democracy
Bangladesh,BGD,1898,not an electoral democracy
Bangladesh,BGD,1899,not an electoral democracy
Bangladesh,BGD,1900,not an electoral democracy
Bangladesh,BGD,1901,not an electoral democracy
Bangladesh,BGD,1902,not an electoral democracy
Bangladesh,BGD,1903,not an electoral democracy
Bangladesh,BGD,1904,not an electoral democracy
Bangladesh,BGD,1905,not an electoral democracy
Bangladesh,BGD,1906,not an electoral democracy
Bangladesh,BGD,1907,not an electoral democracy
Bangladesh,BGD,1908,not an electoral democracy
Bangladesh,BGD,1909,not an electoral democracy
Bangladesh,BGD,1910,not an electoral democracy
Bangladesh,BGD,1911,not an electoral democracy
Bangladesh,BGD,1912,not an electoral democracy
Bangladesh,BGD,1913,not an electoral democracy
Bangladesh,BGD,1914,not an electoral democracy
Bangladesh,BGD,1915,not an electoral democracy
Bangladesh,BGD,1916,not an electoral democracy
Bangladesh,BGD,1917,not an electoral democracy
Bangladesh,BGD,1918,not an electoral democracy
Bangladesh,BGD,1919,not an electoral democracy
Bangladesh,BGD,1920,not an electoral democracy
Bangladesh,BGD,1921,not an electoral democracy
Bangladesh,BGD,1922,not an electoral democracy
Bangladesh,BGD,1923,not an electoral democracy
Bangladesh,BGD,1924,not an electoral democracy
Bangladesh,BGD,1925,not an electoral democracy
Bangladesh,BGD,1926,not an electoral democracy
Bangladesh,BGD,1927,not an electoral democracy
Bangladesh,BGD,1928,not an electoral democracy
Bangladesh,BGD,1929,not an electoral democracy
Bangladesh,BGD,1930,not an electoral democracy
Bangladesh,BGD,1931,not an electoral democracy
Bangladesh,BGD,1932,not an electoral democracy
Bangladesh,BGD,1933,not an electoral democracy
Bangladesh,BGD,1934,not an electoral democracy
Bangladesh,BGD,1935,not an electoral democracy
Bangladesh,BGD,1936,not an electoral democracy
Bangladesh,BGD,1937,not an electoral democracy
Bangladesh,BGD,1938,not an electoral democracy
Bangladesh,BGD,1939,not an electoral democracy
Bangladesh,BGD,1940,not an electoral democracy
Bangladesh,BGD,1941,not an electoral democracy
Bangladesh,BGD,1942,not an electoral democracy
Bangladesh,BGD,1943,not an electoral democracy
Bangladesh,BGD,1944,not an electoral democracy
Bangladesh,BGD,1945,not an electoral democracy
Bangladesh,BGD,1946,not an electoral democracy
Bangladesh,BGD,1947,not an electoral democracy
Bangladesh,BGD,1948,not an electoral democracy
Bangladesh,BGD,1949,not an electoral democracy
Bangladesh,BGD,1950,not an electoral democracy
Bangladesh,BGD,1951,not an electoral democracy
Bangladesh,BGD,1952,not an electoral democracy
Bangladesh,BGD,1953,not an electoral democracy
Bangladesh,BGD,1954,not an electoral democracy
Bangladesh,BGD,1955,not an electoral democracy
Bangladesh,BGD,1956,not an electoral democracy
Bangladesh,BGD,1957,not an electoral democracy
Bangladesh,BGD,1958,not an electoral democracy
Bangladesh,BGD,1959,not an electoral democracy
Bangladesh,BGD,1960,not an electoral democracy
Bangladesh,BGD,1961,not an electoral democracy
Bangladesh,BGD,1962,not an electoral democracy
Bangladesh,BGD,1963,not an electoral democracy
Bangladesh,BGD,1964,not an electoral democracy
Bangladesh,BGD,1965,not an electoral democracy
Bangladesh,BGD,1966,not an electoral democracy
Bangladesh,BGD,1967,not an electoral democracy
Bangladesh,BGD,1968,not an electoral democracy
Bangladesh,BGD,1969,not an electoral democracy
Bangladesh,BGD,1970,not an electoral democracy
Bangladesh,BGD,1971,not an electoral democracy
Bangladesh,BGD,1972,not an electoral democracy
Bangladesh,BGD,1973,not an electoral democracy
Bangladesh,BGD,1974,not an electoral democracy
Bangladesh,BGD,1975,not an electoral democracy
Bangladesh,BGD,1976,not an electoral democracy
Bangladesh,BGD,1977,not an electoral democracy
Bangladesh,BGD,1978,not an electoral democracy
Bangladesh,BGD,1979,not an electoral democracy
Bangladesh,BGD,1980,not an electoral democracy
Bangladesh,BGD,1981,not an electoral democracy
Bangladesh,BGD,1982,not an electoral democracy
Bangladesh,BGD,1983,not an electoral democracy
Bangladesh,BGD,1984,not an electoral democracy
Bangladesh,BGD,1985,not an electoral democracy
Bangladesh,BGD,1986,not an electoral democracy
Bangladesh,BGD,1987,not an electoral democracy
Bangladesh,BGD,1988,not an electoral democracy
Bangladesh,BGD,1989,not an electoral democracy
Bangladesh,BGD,1990,not an electoral democracy
Bangladesh,BGD,1991,not an electoral democracy
Bangladesh,BGD,1992,1
Bangladesh,BGD,1993,2
Bangladesh,BGD,1994,3
Bangladesh,BGD,1995,4
Bangladesh,BGD,1996,5
Bangladesh,BGD,1997,6
Bangladesh,BGD,1998,7
Bangladesh,BGD,1999,8
Bangladesh,BGD,2000,9
Bangladesh,BGD,2001,10
Bangladesh,BGD,2002,not an electoral democracy
Bangladesh,BGD,2003,not an electoral democracy
Bangladesh,BGD,2004,not an electoral democracy
Bangladesh,BGD,2005,not an electoral democracy
Bangladesh,BGD,2006,not an electoral democracy
Bangladesh,BGD,2007,not an electoral democracy
Bangladesh,BGD,2008,not an electoral democracy
Bangladesh,BGD,2009,not an electoral democracy
Bangladesh,BGD,2010,not an electoral democracy
Bangladesh,BGD,2011,not an electoral democracy
Bangladesh,BGD,2012,not an electoral democracy
Bangladesh,BGD,2013,not an electoral democracy
Bangladesh,BGD,2014,not an electoral democracy
Bangladesh,BGD,2015,not an electoral democracy
Bangladesh,BGD,2016,not an electoral democracy
